season,date,market,player,playerId,team,opponent,pitcher,firstSnapshotAt,latestSnapshotAt,snapshots,firstLine,latestLine,lineMove,line_move,firstAmericanOdds,latestAmericanOdds,oddsMove,odds_move,firstImpliedProbability,latestImpliedProbability,impliedProbabilityMove,movementDirection,movementSummary
2026,2026-05-05T22:40:00Z,batter_total_bases,Connor Norby,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,3,1.5,0.5,-1.0,-1.0,165,131,-34.0,-34.0,0.37736,0.4329,0.05554,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Dylan Beavers,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,3,1.5,0.5,-1.0,-1.0,170,142,-28.0,-28.0,0.37037,0.41322,0.04285,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Gunnar Henderson,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,106,-150,-256.0,-256.0,0.48544,0.6,0.11456,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Jakob Marsee,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,155,-197,-352.0,-352.0,0.39216,0.6633,0.27114,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Joe Mack,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,3,1.5,0.5,-1.0,-1.0,170,127,-43.0,-43.0,0.37037,0.44053,0.07016,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Kyle Stowers,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,115,-157,-272.0,-272.0,0.46512,0.61089,0.14578,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Leody Taveras,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,3,1.5,0.5,-1.0,-1.0,163,135,-28.0,-28.0,0.38023,0.42553,0.0453,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Liam Hicks,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,3,1.5,0.5,-1.0,-1.0,155,158,3.0,3.0,0.39216,0.3876,-0.00456,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Otto Lopez,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,105,119,14.0,14.0,0.4878,0.45662,-0.03118,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Pete Alonso,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,125,-145,-270.0,-270.0,0.44444,0.59184,0.14739,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Samuel Basallo,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,3,1.5,0.5,-1.0,-1.0,170,138,-32.0,-32.0,0.37037,0.42017,0.0498,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Taylor Ward,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,160,-197,-357.0,-357.0,0.38462,0.6633,0.27868,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Xavier Edwards,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,5,1.5,1.5,0.0,0.0,140,-179,-319.0,-319.0,0.41667,0.64158,0.22491,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,pitcher_strikeouts,Chris Bassitt,,BAL,MIA,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,8,4.5,4.5,0.0,0.0,-104,-118,-14.0,-14.0,0.5098,0.54128,0.03148,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,pitcher_strikeouts,Sandy Alcantara,,MIA,BAL,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,8,5.5,5.5,0.0,0.0,114,-164,-278.0,-278.0,0.46729,0.62121,0.15392,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Adley Rutschman (BAL),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,125,-165,-290.0,-290.0,0.44444,0.62264,0.1782,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Gunnar Henderson (BAL),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,110,-145,-255.0,-255.0,0.47619,0.59184,0.11565,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Jakob Marsee (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,150,-200,-350.0,-350.0,0.4,0.66667,0.26667,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Jeremiah Jackson (BAL),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,150,-200,-350.0,-350.0,0.4,0.66667,0.26667,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Kyle Stowers (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,115,-150,-265.0,-265.0,0.46512,0.6,0.13488,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Liam Hicks (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,150,-200,-350.0,-350.0,0.4,0.66667,0.26667,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Otto Lopez (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,115,-150,-265.0,-265.0,0.46512,0.6,0.13488,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Pete Alonso (BAL),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,120,-160,-280.0,-280.0,0.45455,0.61538,0.16084,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Xavier Edwards (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,1.5,1.5,0.0,0.0,125,-165,-290.0,-290.0,0.44444,0.62264,0.1782,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,pitcher_hits_allowed,Chris Bassitt (BAL),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,5.5,5.5,0.0,0.0,-135,-105,30.0,30.0,0.57447,0.5122,-0.06227,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,pitcher_hits_allowed,Sandy Alcantara (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,5.5,5.5,0.0,0.0,-135,-105,30.0,30.0,0.57447,0.5122,-0.06227,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,pitcher_strikeouts,Chris Bassitt (BAL),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,4.5,4.5,0.0,0.0,-110,-120,-10.0,-10.0,0.52381,0.54545,0.02165,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,pitcher_strikeouts,Sandy Alcantara (MIA),,,,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,5.5,5.5,0.0,0.0,115,-150,-265.0,-265.0,0.46512,0.6,0.13488,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_home_runs,Gunnar Henderson,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,539,-1054,-1593.0,-1593.0,0.15649,0.91334,0.75685,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_home_runs,Kyle Stowers,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,503,-942,-1445.0,-1445.0,0.16584,0.90403,0.73819,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_home_runs,Pete Alonso,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,436,-756,-1192.0,-1192.0,0.18657,0.88318,0.69661,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_home_runs,Samuel Basallo,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,486,-893,-1379.0,-1379.0,0.17065,0.8993,0.72865,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Blaze Alexander,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-145,110,255.0,255.0,0.59184,0.47619,-0.11565,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Christopher Morel,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-147,110,257.0,257.0,0.59514,0.47619,-0.11895,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Jeremiah Jackson,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,4,0.5,1.5,1.0,1.0,-218,-213,5.0,5.0,0.68553,0.68051,-0.00502,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,batter_total_bases,Owen Caissie,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-123,-108,15.0,15.0,0.55157,0.51923,-0.03234,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,pitcher_earned_runs,Chris Bassitt,,BAL,MIA,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,4,2.5,2.5,0.0,0.0,-111,-118,-7.0,-7.0,0.52607,0.54128,0.01522,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,pitcher_earned_runs,Sandy Alcantara,,MIA,BAL,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,4,2.5,2.5,0.0,0.0,-123,-108,15.0,15.0,0.55157,0.51923,-0.03234,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,pitcher_hits_allowed,Chris Bassitt,,BAL,MIA,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,4,5.5,5.5,0.0,0.0,-105,-121,-16.0,-16.0,0.5122,0.54751,0.03532,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-05T22:40:00Z,pitcher_hits_allowed,Sandy Alcantara,,MIA,BAL,,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,4,5.5,5.5,0.0,0.0,-141,101,242.0,242.0,0.58506,0.49751,-0.08755,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_hits,Christopher Morel,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-148,110,258.0,258.0,0.59677,0.47619,-0.12058,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_hits,Jeremiah Jackson,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-218,160,378.0,378.0,0.68553,0.38462,-0.30092,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_hits,Blaze Alexander,,BAL,MIA,Sandy Alcantara,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-150,107,257.0,257.0,0.6,0.48309,-0.11691,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_hits,Owen Caissie,,MIA,BAL,Chris Bassitt,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,2,0.5,0.5,0.0,0.0,-145,107,252.0,252.0,0.59184,0.48309,-0.10874,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-05T22:40:00Z,batter_hits,Kerry Carpenter,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-195,-195,0.0,0.0,0.66102,0.66102,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Riley Greene,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-220,-220,0.0,0.0,0.6875,0.6875,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Isiah Kiner-Falefa,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-175,-175,0.0,0.0,0.63636,0.63636,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Connor Wong,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-182,-182,0.0,0.0,0.64539,0.64539,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Trevor Story,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-235,-235,0.0,0.0,0.70149,0.70149,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Willson Contreras,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-220,-220,0.0,0.0,0.6875,0.6875,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Matt Vierling,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-230,-230,0.0,0.0,0.69697,0.69697,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Dillon Dingler,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-240,-240,0.0,0.0,0.70588,0.70588,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Ceddanne Rafaela,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-220,-220,0.0,0.0,0.6875,0.6875,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Colt Keith,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-205,-205,0.0,0.0,0.67213,0.67213,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Spencer Torkelson,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-195,-195,0.0,0.0,0.66102,0.66102,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Wilyer Abreu,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-225,-225,0.0,0.0,0.69231,0.69231,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Andruw Monasterio,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-167,-167,0.0,0.0,0.62547,0.62547,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_hits,Kevin McGonigle,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,0.5,0.5,0.0,0.0,-360,-360,0.0,0.0,0.78261,0.78261,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Kevin McGonigle,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,-104,-104,0.0,0.0,0.5098,0.5098,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Kerry Carpenter,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,138,138,0.0,0.0,0.42017,0.42017,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Connor Wong,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,163,163,0.0,0.0,0.38023,0.38023,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Dillon Dingler,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,135,135,0.0,0.0,0.42553,0.42553,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Riley Greene,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,125,125,0.0,0.0,0.44444,0.44444,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Matt Vierling,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,138,138,0.0,0.0,0.42017,0.42017,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Ceddanne Rafaela,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,135,135,0.0,0.0,0.42553,0.42553,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Trevor Story,,BOS,DET,Framber Valdez,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,130,130,0.0,0.0,0.43478,0.43478,0.0,flat,Only one odds snapshot available.
2026,2026-05-05T22:40:00Z,batter_total_bases,Colt Keith,,DET,BOS,Jovani Morán,2026-05-05T18:49:18.897857+00:00,2026-05-05T18:49:18.897857+00:00,1,1.5,1.5,0.0,0.0,163,163,0.0,0.0,0.38023,0.38023,0.0,flat,Only one odds snapshot available.
2026,2026-05-07T01:20:00Z,batter_hits,Bo Bichette,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,1.5,1.0,1.0,-480,-134,346.0,346.0,0.82759,0.57265,-0.25494,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Troy Johnston,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-220,141,361.0,361.0,0.6875,0.41494,-0.27256,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Francisco Alvarez,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-220,168,388.0,388.0,0.6875,0.37313,-0.31437,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Marcus Semien,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,1.5,1.0,1.0,-250,-271,-21.0,-21.0,0.71429,0.73046,0.01617,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Mickey Moniak,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-278,181,459.0,459.0,0.73545,0.35587,-0.37958,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Brett Baty,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-245,164,409.0,409.0,0.71014,0.37879,-0.33136,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Kyle Karros,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-155,109,264.0,264.0,0.60784,0.47847,-0.12937,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Hunter Goodman,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-225,148,373.0,373.0,0.69231,0.40323,-0.28908,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Edouard Julien,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-177,143,320.0,320.0,0.63899,0.41152,-0.22747,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,TJ Rumfield,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-215,145,360.0,360.0,0.68254,0.40816,-0.27438,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Mark Vientos,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,1.5,1.0,1.0,-295,188,483.0,483.0,0.74684,0.34722,-0.39961,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Juan Soto,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,1.5,1.0,1.0,-435,159,594.0,594.0,0.81308,0.3861,-0.42698,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,MJ Melendez,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-240,-200,40.0,40.0,0.70588,0.66667,-0.03922,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Carson Benge,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,70,0.5,0.5,0.0,0.0,-195,164,359.0,359.0,0.66102,0.37879,-0.28223,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_hits,Luis Torrens,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,50,0.5,0.5,0.0,0.0,-200,152,352.0,352.0,0.66667,0.39683,-0.26984,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_total_bases,Brett Baty,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,90,1.5,1.5,0.0,0.0,123,-186,-309.0,-309.0,0.44843,0.65035,0.20192,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_total_bases,Kyle Karros,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,50,1.5,0.5,-1.0,-1.0,205,100,-105.0,-105.0,0.32787,0.5,0.17213,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_total_bases,Bo Bichette,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,90,1.5,1.5,0.0,0.0,-129,112,241.0,241.0,0.56332,0.4717,-0.09162,over_price_down,Market moved away from the over / lower implied probability.
2026,2026-05-07T01:20:00Z,batter_total_bases,Francisco Alvarez,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,90,1.5,1.5,0.0,0.0,135,135,0.0,0.0,0.42553,0.42553,0.0,flat,No meaningful odds movement.
2026,2026-05-07T01:20:00Z,batter_total_bases,Mark Vientos,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,90,1.5,1.5,0.0,0.0,-104,-139,-35.0,-35.0,0.5098,0.58159,0.07179,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_total_bases,Hunter Goodman,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,90,1.5,1.5,0.0,0.0,114,-154,-268.0,-268.0,0.46729,0.6063,0.13901,over_price_up,Market moved toward the over / higher implied probability.
2026,2026-05-07T01:20:00Z,batter_total_bases,Mickey Moniak,,,,,2026-05-08T00:23:46.363929+00:00,2026-05-08T19:28:45.909029+00:00,90,1.5,1.5,0.0,0.0,-103,-143,-40.0,-40.0,0.50739,0.58848,0.08109,over_price_up,Market moved toward the over / higher implied probability.
